1.854;1.351;0.710;1.788
-0.475;1.854;1.351;0.710
2.957;-0.475;1.854;1.351
0.776;2.957;-0.475;1.854
3.072;0.776;2.957;-0.475
-9.600;3.072;0.776;2.957
-2.354;-9.600;3.072;0.776
1.314;-2.354;-9.600;3.072
1.021;1.314;-2.354;-9.600
1.023;1.021;1.314;-2.354
-0.799;1.023;1.021;1.314
-0.105;-0.799;1.023;1.021
-2.289;-0.105;-0.799;1.023
-0.165;-2.289;-0.105;-0.799
-1.170;-0.165;-2.289;-0.105
0.969;-1.170;-0.165;-2.289
-2.400;0.969;-1.170;-0.165
0.361;-2.400;0.969;-1.170
-2.390;0.361;-2.400;0.969
-0.628;-2.390;0.361;-2.400
3.249;-0.628;-2.390;0.361
-1.073;3.249;-0.628;-2.390
0.907;-1.073;3.249;-0.628
0.599;0.907;-1.073;3.249
0.369;0.599;0.907;-1.073
2.425;0.369;0.599;0.907
0.747;2.425;0.369;0.599
1.765;0.747;2.425;0.369
1.896;1.765;0.747;2.425
-1.720;1.896;1.765;0.747
0.502;-1.720;1.896;1.765
1.497;0.502;-1.720;1.896
1.117;1.497;0.502;-1.720
0.686;1.117;1.497;0.502
-1.277;0.686;1.117;1.497
-1.669;-1.277;0.686;1.117
-1.696;-1.669;-1.277;0.686
1.958;-1.696;-1.669;-1.277
-0.225;1.958;-1.696;-1.669
-0.415;-0.225;1.958;-1.696
3.492;-0.415;-0.225;1.958
6.845;3.492;-0.415;-0.225
-1.664;6.845;3.492;-0.415
1.149;-1.664;6.845;3.492
-0.533;1.149;-1.664;6.845
0.148;-0.533;1.149;-1.664
0.390;0.148;-0.533;1.149
0.898;0.390;0.148;-0.533
0.760;0.898;0.390;0.148
0.356;0.760;0.898;0.390
0.605;0.356;0.760;0.898
-0.997;0.605;0.356;0.760
1.415;-0.997;0.605;0.356
-1.137;1.415;-0.997;0.605
-0.673;-1.137;1.415;-0.997
0.616;-0.673;-1.137;1.415
0.925;0.616;-0.673;-1.137
-0.095;0.925;0.616;-0.673
-0.505;-0.095;0.925;0.616
1.353;-0.505;-0.095;0.925
0.213;1.353;-0.505;-0.095
1.110;0.213;1.353;-0.505
0.292;1.110;0.213;1.353
1.274;0.292;1.110;0.213
-0.159;1.274;0.292;1.110
-0.328;-0.159;1.274;0.292
0.601;-0.328;-0.159;1.274
-2.331;0.601;-0.328;-0.159
7.878;-2.331;0.601;-0.328
1.713;7.878;-2.331;0.601
-2.187;1.713;7.878;-2.331
-0.023;-2.187;1.713;7.878
2.034;-0.023;-2.187;1.713
0.206;2.034;-0.023;-2.187
1.779;0.206;2.034;-0.023
0.717;1.779;0.206;2.034
-0.103;0.717;1.779;0.206
-0.416;-0.103;0.717;1.779
-1.089;-0.416;-0.103;0.717
-0.936;-1.089;-0.416;-0.103
-1.254;-0.936;-1.089;-0.416
-2.080;-1.254;-0.936;-1.089
0.629;-2.080;-1.254;-0.936
3.456;0.629;-2.080;-1.254
-0.273;3.456;0.629;-2.080
0.059;-0.273;3.456;0.629
-0.195;0.059;-0.273;3.456
-0.331;-0.195;0.059;-0.273
-0.412;-0.331;-0.195;0.059
0.885;-0.412;-0.331;-0.195
-0.172;0.885;-0.412;-0.331
-1.240;-0.172;0.885;-0.412
-0.327;-1.240;-0.172;0.885
0.783;-0.327;-1.240;-0.172
0.241;0.783;-0.327;-1.240
-0.335;0.241;0.783;-0.327
-0.695;-0.335;0.241;0.783
-3.033;-0.695;-0.335;0.241
0.754;-3.033;-0.695;-0.335
0.788;0.754;-3.033;-0.695
-0.703;0.788;0.754;-3.033
2.538;-0.703;0.788;0.754
-1.011;2.538;-0.703;0.788
0.081;-1.011;2.538;-0.703
-0.220;0.081;-1.011;2.538
0.121;-0.220;0.081;-1.011
2.305;0.121;-0.220;0.081
-0.089;2.305;0.121;-0.220
-1.123;-0.089;2.305;0.121
0.176;-1.123;-0.089;2.305
-3.108;0.176;-1.123;-0.089
-1.912;-3.108;0.176;-1.123
-0.953;-1.912;-3.108;0.176
-0.682;-0.953;-1.912;-3.108
0.776;-0.682;-0.953;-1.912
-0.628;0.776;-0.682;-0.953
-1.509;-0.628;0.776;-0.682
0.830;-1.509;-0.628;0.776
0.843;0.830;-1.509;-0.628
0.082;0.843;0.830;-1.509
-0.893;0.082;0.843;0.830
-0.071;-0.893;0.082;0.843
-0.960;-0.071;-0.893;0.082
-0.243;-0.960;-0.071;-0.893
-1.416;-0.243;-0.960;-0.071
-0.122;-1.416;-0.243;-0.960
